6,11624,6418378
298,14609,32279
483,14690,454
205,25846,189944
80,38504,1128174
426,47088,2064
177,49534,298667
450,50012,1007
263,54352,57025
535,54409,22
116,55903,651843
137,61173,511703
437,62207,1474
363,62468,8443
279,70427,44615
276,79866,46248
395,88668,4171
539,88823,9
229,91848,112756
183,100599,277638
510,110682,191
516,116336,117
501,123451,255
213,128768,145405
478,143891,499
158,143918,425976
162,146046,374944
149,147131,455955
488,148057,391
532,149441,27
237,155497,87626
308,171286,28463
370,175574,7454
538,180009,10
371,183000,7374
430,192591,1767
289,198131,37451
215,199895,138358
248,215193,74748
33,218340,2913327
352,219338,10410
269,219890,52165
306,229388,29473
409,230202,2614
452,237667,982
530,237843,30
235,241897,95631
528,244513,36
320,249769,22447
544,254377,5
280,260768,43335
415,268482,2472
194,270057,229667
332,271538,16307
376,273811,6361
405,276109,3048
484,277703,434
91,285756,928851
465,286896,751
180,292040,285294
481,293646,484
421,317924,2286
412,330467,2557
217,335644,135848
83,338059,1086270
336,343369,15283
156,347064,432473
490,358600,387
172,370334,322103
305,371616,30005
302,383466,31116
381,392904,5191
391,397828,4453
307,398920,28473
9,399235,5637136
506,409047,225
257,411462,59828
357,412947,9436
106,418041,742658
492,457061,353
115,460272,662022
5,461537,7050484
542,843984,8
109,846734,706118
86,849613,995365
31,857003,3056806
160,858233,403645
258,859935,59561
456,865370,939
165,876257,356294
222,878369,129223
94,879626,914636
386,882779,4872
329,889787,18945
191,890033,238329
52,905979,1916352
278,910466,45555
445,913312,1197
447,913793,1068
382,915376,5089
38,919884,2624555
404,921366,3110
322,923504,21290
526,929772,41
193,929904,230826
367,934246,7701
341,941663,14589
49,942289,2015656
466,948544,750
72,968188,1301634
161,968543,391373
549,985197,4
464,986360,772
313,991292,25025
203,997060,198107
125,1000037,594251
27,1000315,3750568
529,1003862,34
234,1005059,98329
223,1007177,128940
50,1008997,1981805
17,1010145,4759696
319,1038691,23469
168,1043288,347099
181,1058972,284690
18,1060445,4753602
400,1076234,3756
71,1080969,1328274
57,1087605,1632719
200,1089288,209074
537,1101780,10
353,1105757,10015
199,1111565,210491
312,1131801,25030
482,1134421,468
284,1136946,38160
76,1137046,1209148
251,1137727,71179
508,1142108,205
324,1153702,20486
206,1154532,183622
233,1162435,105053
401,1162575,3754
347,1167897,11746
396,1172527,4056
525,1178923,44
524,1181563,47
225,1184926,126558
299,1185332,32015
417,1189242,2418
480,1191848,488
533,1192409,25
495,1196165,326
131,1213343,578787
360,1213951,8966
56,1216342,1634617
337,1219010,14994
486,1224273,405
48,1233749,2017972
470,1235300,622
540,1238219,9
474,1238542,571
163,1247259,358715
53,1248510,1854833
88,1252187,973481
511,1255756,186
487,1261313,401
385,1261674,4975
500,1262496,256
43,1263711,2154183
75,1266062,1211317
239,1266262,85934
271,1268863,49738
32,1269608,2966696
351,1274094,10413
429,1274195,1863
197,1277777,228221
47,1280764,2064836
8,1281787,6071126
314,1283136,24432
46,1288559,2094576
130,1288854,580042
438,1288987,1455
133,1289315,562849
541,1289940,9
419,1293205,2325
219,1302688,133035
185,1305668,270378
259,1306323,59385
21,1306476,4384896
467,1308954,716
534,1309783,25
68,1312722,1387097
323,1316592,20631
282,1316773,42242
375,1318502,6576
139,1318599,484486
244,1319239,82094
202,1319831,199515
144,1322843,476458
218,1332028,134637
543,1335442,7
497,1335463,312
70,1337816,1333990
272,1339289,49633
104,1341140,764076
20,1342185,4587421
95,1343530,899977
485,1343637,423
479,1349208,492
35,1349981,2705460
112,1353166,695354
123,1354206,611880
403,1354679,3213
37,1355680,2661385
449,1362032,1011
509,1363850,194
461,1384392,842
7,1384962,6229150
142,1385699,478447
315,1386201,24034
151,1399133,454050
89,1402322,946590
169,1405141,345906
60,1406114,1581260
459,1407257,854
34,1417296,2872991
19,1427485,4634932
3,1429793,7173451
208,1431293,171767
285,1434341,37688
224,1435367,128145
146,1440632,466508
154,1441146,433524
16,1442605,4997145
153,1443757,435963
462,1449556,808
175,1450967,315497
242,1451299,82970
184,1451685,276676
434,1452912,1666
126,1453786,592497
141,1454054,479124
87,1456716,984010
189,1461547,248306
536,1462506,14
342,1462529,14538
15,1462626,5006495
227,1462718,120121
22,1464942,4306164
24,1466642,4008750
119,1474069,640467
431,1476740,1757
12,1477395,5294275
196,1477568,228490
67,1479381,1449585
377,1479399,6354
339,1482540,14679
98,1483432,871222
39,1485635,2447484
247,1487000,77380
389,1488426,4664
166,1489385,349814
326,1493840,19974
45,1494095,2094674
380,1495294,5627
171,1496771,329754
61,1498279,1572134
164,1499826,356320
102,1500740,773103
195,1501905,228966
514,1502794,156
295,1503284,32705
292,1503875,35404
85,1505539,1014558
441,1509960,1365
273,1510818,48945
36,1512875,2702989
159,1513164,409259
254,1517305,63260
132,1518249,565237
291,1518410,35414
58,1519679,1615469
513,1520309,172
179,1521230,290517
138,1521895,487977
69,1522004,1387071
128,1522322,585566
121,1523375,627110
362,1523502,8780
82,1524212,1093204
266,1524433,53248
117,1524585,642130
281,1524788,42643
297,1525611,32596
64,1526245,1542351
472,1526850,602
190,1528462,243383
11,1529061,5545525
265,1529085,56193
14,1529145,5037258
507,1530745,216
330,1531569,17407
277,1532041,46179
408,1532528,2785
477,1532752,556
515,1533657,135
100,1534261,830854
301,1534418,31117
216,1534895,137302
240,1534972,85649
457,1536101,885
343,1536666,14439
23,1537045,4273016
65,1537637,1540944
518,1537661,115
135,1538216,546939
294,1538238,33903
274,1538456,48503
262,1538625,57559
238,1538852,87510
340,1539111,14604
366,1539769,7787
364,1539968,8071
424,1539993,2168
416,1540090,2432
286,1545279,37559
498,1545281,301
494,1545319,333
475,1545464,560
118,1545525,641582
63,1545901,1546133
152,1546348,444108
428,1546516,1900
546,1546845,4
414,1546903,2500
29,1547008,3309569
221,1547731,131102
79,1548449,1139347
350,1548476,10469
476,1548564,558
2,1548646,14746798
13,1548860,5123756
228,1549855,119934
74,1550047,1218933
253,1550398,64346
471,1550844,607
288,1551057,37467
354,1551094,9717
231,1551699,109134
317,1551765,23857
40,1552190,2314249
469,1552566,694
338,1552736,14768
77,1552792,1181344
496,1553186,316
393,1553289,4347
96,1553791,897898
192,1553970,231800
113,1554671,686306
264,1554823,56492
212,1555226,146553
390,1555520,4604
446,1557389,1144
325,1557435,20027
521,1557445,78
178,1557798,293695
331,1558148,16473
1,1558224,18851725
55,1559053,1687551
311,1559309,26793
30,1559458,3256045
333,1559511,15963
270,1559707,50426
124,1560098,610496
531,1560103,30
92,1560129,925311
41,1560266,2228297
198,1560967,212533
10,1560998,5589413
442,1561689,1249
260,1561875,57650
105,1562043,759671
4,1562444,7112517
42,1562765,2198240
81,1562810,1108803
394,1563020,4202
310,1563057,27988
372,1563300,7342
458,1563442,883
28,1563952,3701497
548,1564445,4
527,1564519,40
241,1564618,83250
304,1564727,30698
204,1564844,197610
379,1565064,6153
245,1565705,79539
368,1565902,7668
316,1566024,23971
226,1566026,123273
361,1566063,8918
176,1566097,308363
25,1566168,3907599
519,1566185,104
84,1566225,1037116
309,1566257,28350
129,1566404,580400
454,1566425,973
44,1566540,2110526
210,1566618,163312
99,1566734,863251
355,1567283,9703
211,1567312,159047
443,1567398,1245
66,1567466,1534403
359,1567568,8996
120,1567626,629924
157,1567635,427117
418,1567641,2387
143,1567763,476461
423,1567836,2169
93,1567856,916056
136,1567885,537586
334,1567901,15830
432,1567939,1735
148,1567970,458512
150,1567977,454214
90,1568034,938363
267,1568072,53032
59,1568086,1613444
300,1568327,31958
365,1568518,7832
101,1568522,777240
243,1568523,82665
236,1568530,93723
318,1568560,23635
155,1568620,433035
293,1568684,34717
182,1568726,280526
261,1568777,57560
255,1568843,61519
140,1568883,480463
468,1568898,707
122,1568913,613640
186,1568938,266305
296,1568939,32621
108,1568941,710931
114,1568948,664012
287,1569021,37547
290,1569078,37408
356,1569097,9600
73,1569145,1269642
491,1569169,357
170,1569178,340711
173,1569206,319023
201,1569225,204931
174,1569227,318678
214,1569255,142013
369,1569291,7642
392,1569338,4427
502,1569361,233
147,1569446,465318
439,1569449,1426
187,1569459,264478
111,1569471,701040
62,1569472,1550915
110,1569485,703761
373,1569493,7243
358,1569495,9389
252,1569627,67668
167,1569660,348045
54,1569683,1802287
374,1569726,7203
378,1569784,6220
453,1569806,981
107,1569815,731092
26,1569816,3847780
134,1569818,559336
78,1569823,1142604
413,1569834,2541
383,1569883,5053
512,1569888,183
103,1569918,772362
275,1569965,46605
230,1569975,112375
349,1569988,11169
246,1569998,78634
520,1570002,98
51,1570011,1946024
127,1570066,587771
232,1570068,108423
505,1570069,225
455,1570097,942
398,1570114,3959
402,1570142,3598
406,1570161,2974
97,1570172,880727
250,1570178,72320
422,1570187,2177
425,1570193,2100
427,1570207,1988
145,1570215,470118
444,1570222,1236
503,1570239,229
384,1570252,5040
522,1570293,77
345,1570295,12819
268,1570341,53009
463,1570365,773
327,1570380,19366
303,1570386,30988
411,1570387,2585
388,1570397,4754
283,1570415,39209
256,1570423,60805
435,1570449,1658
209,1570481,165751
399,1570503,3940
517,1570543,116
440,1570551,1424
348,1570559,11740
420,1570607,2295
249,1570621,72396
220,1570642,131382
344,1570645,13533
335,1570648,15743
346,1570649,11993
547,1570650,4
387,1570707,4867
473,1570722,581
545,1570746,5
410,1570816,2605
448,1570817,1026
493,1570819,347
436,1570876,1585
328,1570885,19016
433,1570887,1683
451,1570891,992
460,1570947,848
321,1570953,21295
504,1570956,228
188,1571002,249023
207,1571048,176482
407,1571168,2878
397,1571180,4020
523,1571315,72
499,1571563,260
489,1571913,388
