435,5878,39
9,11624,2761021
145,25846,234033
297,38504,5916
337,47088,2276
7,49534,3098030
355,50012,1325
500,54409,10
34,55903,995976
432,61173,43
481,62468,15
317,79866,3608
132,88668,273855
124,91848,324544
232,100599,40896
396,103579,392
357,128768,1261
522,135113,4
79,143918,566162
90,146046,480941
57,147131,703858
267,148057,17864
227,155497,46803
224,158307,52455
538,171286,2
268,175574,17618
387,178714,475
475,180009,21
384,183000,512
356,192591,1276
405,198131,258
247,199895,27602
362,215193,1176
336,215634,2281
482,217346,13
89,218340,508623
188,219338,122011
456,219890,27
508,220609,6
407,237667,241
379,244513,633
160,249769,191751
293,260768,6215
251,268482,26178
200,270057,92805
544,271538,1
256,273811,24280
195,285756,108649
136,286896,257591
180,292040,146687
350,299482,1560
266,317924,19530
223,321793,54917
184,333468,135171
128,335644,286283
47,338059,819413
201,343369,91092
175,347064,154715
320,371616,3098
287,383466,7433
315,392904,3986
473,397828,22
308,398920,4648
50,399235,790161
244,409047,30525
248,411462,26701
260,412947,23025
102,418041,403051
32,460272,1051966
11,461537,2194825
310,843984,4484
219,846734,58445
134,849613,264918
77,857003,568515
431,858233,48
147,859935,226512
399,867006,370
190,876257,120804
412,878369,170
179,879626,147535
472,882779,23
510,888702,5
218,889787,58448
275,890033,14406
203,905979,86138
338,910466,2196
366,913793,1046
518,915376,4
24,919884,1344338
255,929772,24722
233,929904,40450
321,941663,3030
72,942289,585881
296,948378,5978
420,948544,101
111,968188,365159
202,968543,89043
389,985197,442
421,986360,100
37,991292,921342
363,993461,1164
97,997060,446438
119,1000037,331767
65,1000315,619669
333,1003862,2345
278,1005059,11984
53,1007177,762043
181,1008997,145088
28,1010145,1186627
457,1017355,26
425,1038691,66
178,1043288,147664
292,1058972,6257
1,1060445,8753111
242,1080969,30846
39,1087605,912166
222,1089288,55764
238,1105757,35322
281,1111565,9999
516,1131801,4
434,1136946,39
21,1137046,1455127
85,1137727,531296
413,1142108,143
509,1153702,6
376,1154532,658
349,1162435,1591
322,1162575,2991
519,1172527,4
277,1182731,12866
314,1189242,4061
444,1191848,33
534,1192409,2
498,1210500,10
173,1213343,158665
352,1213951,1476
143,1216342,235485
298,1224273,5879
331,1231952,2600
81,1233749,549435
327,1235300,2817
423,1238219,82
283,1238542,9205
271,1247259,15411
146,1248510,227436
91,1252187,460512
303,1261313,5394
209,1261674,77976
33,1263711,1012731
545,1264675,1
148,1266062,225968
205,1266262,83421
414,1268863,143
60,1269608,684418
515,1274094,4
110,1277777,369924
69,1280764,597480
17,1281787,1639658
122,1288559,329220
156,1288854,207469
326,1288987,2845
257,1289315,24207
36,1302688,933877
194,1305668,114422
276,1306323,13654
22,1306476,1450927
526,1308954,3
113,1312722,358012
542,1316592,1
294,1318502,6090
54,1318599,753389
64,1319239,627868
228,1319831,45861
424,1324201,81
144,1332028,234821
402,1335463,260
48,1337816,810472
319,1339289,3273
192,1341140,119622
4,1342185,3551675
76,1343530,575399
280,1349208,10030
172,1349981,166936
108,1353166,381540
42,1354206,883423
377,1354679,656
138,1355680,254634
254,1363850,25653
35,1384962,971138
15,1385699,1937422
198,1386201,102401
364,1399133,1121
12,1402322,2120994
63,1405141,632472
82,1406114,541062
43,1417296,881884
68,1427485,608055
418,1428310,109
38,1429793,914594
211,1431293,73774
497,1434341,11
226,1435367,46980
100,1439865,412571
16,1440632,1796448
96,1441146,446771
86,1442605,530025
274,1443757,14466
368,1449556,974
304,1450967,5164
164,1451299,186923
480,1451685,15
408,1452912,214
51,1453786,779802
149,1454054,224937
129,1456716,282546
88,1461547,510461
6,1462626,3205580
115,1462718,350648
84,1464942,533613
14,1466642,2056126
208,1474069,80009
390,1476740,438
29,1477395,1161152
215,1477568,61244
44,1479381,868728
358,1479399,1242
539,1482522,2
347,1482540,1626
23,1483432,1399577
92,1485635,457884
252,1487000,25875
186,1489385,132402
26,1494095,1237132
187,1495294,131450
385,1495762,489
153,1496771,214624
397,1498170,387
212,1498279,72793
135,1499826,258673
270,1500740,15516
131,1501905,274688
403,1502794,260
323,1503875,2973
87,1505539,513131
130,1512875,277288
191,1513164,120169
501,1517305,9
70,1518249,597355
301,1518410,5615
56,1519679,729821
523,1520309,4
95,1521230,447081
125,1521895,313629
41,1522004,889605
62,1522322,648402
99,1523375,434364
521,1523502,4
5,1524212,3516170
401,1524433,290
351,1524583,1526
126,1524585,300253
155,1524788,208275
27,1526245,1218036
380,1528106,627
217,1528462,60466
104,1529061,389853
342,1529085,1947
71,1529145,589874
328,1530745,2794
309,1531569,4572
241,1532041,32043
406,1532528,245
234,1532752,39632
345,1533657,1665
199,1534261,99089
250,1534895,26367
329,1534972,2703
527,1536101,3
279,1536666,10721
391,1536802,426
20,1537045,1546023
103,1537637,393054
332,1537661,2486
67,1538216,612658
265,1538238,19777
445,1538456,32
83,1538625,535048
269,1538852,17287
393,1539111,418
240,1539522,33178
517,1539968,4
335,1539993,2304
483,1545279,13
163,1545525,187811
189,1545901,120969
78,1546348,567110
373,1546845,743
535,1546903,2
286,1546926,7883
19,1547008,1547111
416,1547731,117
185,1548449,132908
341,1548476,1987
361,1548564,1176
40,1548646,909560
13,1548860,2058033
114,1549855,357438
105,1550047,388578
372,1550804,846
291,1551699,6725
273,1551765,14894
25,1552190,1308462
395,1552736,409
154,1552792,211548
325,1553289,2869
369,1553673,894
116,1553791,348177
359,1553794,1241
306,1553970,4957
415,1554486,119
165,1554671,183156
210,1555226,75056
343,1555520,1844
285,1556663,8249
235,1557435,39563
479,1557445,17
474,1557448,22
107,1557798,384775
120,1558148,330694
121,1558224,330568
18,1559053,1579670
206,1559309,82072
529,1559408,3
3,1559458,3583470
520,1559511,4
174,1559707,155110
74,1560098,576917
55,1560129,739316
61,1560266,670785
141,1560967,244814
75,1560998,576830
400,1561689,347
207,1561875,81817
216,1562043,60865
66,1562444,615395
142,1562765,240544
106,1562810,386318
302,1563020,5551
137,1563952,255446
262,1564519,22355
318,1564618,3560
93,1564844,454794
213,1565064,71173
229,1565505,45429
532,1565641,2
30,1565705,1142477
524,1565804,4
422,1566024,83
161,1566026,190039
284,1566063,9175
139,1566097,250756
52,1566168,769076
101,1566225,411718
316,1566257,3875
157,1566404,206955
272,1566425,15276
8,1566540,2813775
253,1566618,25667
58,1566734,703835
360,1567283,1205
370,1567312,880
353,1567456,1465
10,1567466,2665447
170,1567626,171537
237,1567635,36823
346,1567641,1629
31,1567763,1076736
158,1567856,192807
98,1567885,435999
204,1567901,83787
344,1567939,1691
182,1567970,140234
193,1567977,114687
166,1568034,180730
340,1568072,2092
133,1568086,271515
313,1568327,4080
381,1568359,608
411,1568518,174
171,1568522,167225
307,1568523,4941
348,1568530,1604
176,1568620,152522
112,1568684,358744
123,1568726,325962
214,1568777,70873
258,1568843,23128
245,1568883,28938
127,1568913,295593
169,1568938,176632
249,1568939,26631
167,1568941,179017
80,1568948,560460
225,1569021,48606
289,1569067,7276
295,1569078,6010
371,1569097,869
152,1569145,221424
375,1569169,691
168,1569178,177379
151,1569206,221933
150,1569225,223540
94,1569227,447853
311,1569291,4217
484,1569338,13
458,1569346,26
290,1569361,6997
177,1569446,148178
231,1569459,43655
197,1569471,106145
46,1569472,830330
109,1569485,370733
334,1569627,2316
221,1569660,57118
118,1569683,335077
261,1569726,22482
417,1569784,110
300,1569806,5752
59,1569815,690125
2,1569816,3593460
162,1569818,188321
73,1569823,580028
264,1569834,20219
382,1569883,570
388,1569888,449
159,1569918,192664
378,1569965,644
374,1569975,701
394,1569988,415
246,1569998,27734
530,1570002,2
386,1570008,482
49,1570011,808961
117,1570066,335837
367,1570068,1013
239,1570069,34788
525,1570097,3
330,1570114,2613
196,1570141,107698
392,1570161,421
45,1570172,840338
230,1570187,44216
383,1570193,527
419,1570207,106
243,1570215,30642
541,1570222,1
409,1570224,208
453,1570239,28
263,1570271,21910
398,1570295,382
410,1570386,182
354,1570415,1392
140,1570423,249403
236,1570481,38591
259,1570543,23092
312,1570559,4200
305,1570621,4961
365,1570642,1058
494,1570645,12
299,1570649,5812
288,1570650,7282
436,1570654,39
536,1570656,2
485,1570657,13
533,1570658,2
503,1570659,9
443,1570660,36
448,1570661,29
426,1570662,65
446,1570663,31
540,1570666,1
459,1570667,26
512,1570668,5
495,1570675,12
428,1570688,52
282,1570707,9392
471,1570749,25
404,1570762,260
449,1570766,29
505,1570770,8
493,1570774,12
447,1570775,31
504,1570776,9
450,1570777,29
514,1570778,4
477,1570779,18
486,1570780,13
460,1570782,26
437,1570783,39
499,1570786,10
438,1570787,39
439,1570788,39
507,1570789,7
487,1570790,13
470,1570792,25
440,1570793,39
461,1570795,26
478,1570796,18
452,1570797,28
513,1570802,5
496,1570805,12
531,1570806,2
462,1570808,26
488,1570809,13
455,1570810,27
489,1570811,13
463,1570814,26
511,1570816,5
490,1570824,13
528,1570826,3
464,1570831,26
465,1570832,26
429,1570835,52
543,1570836,1
492,1570839,12
491,1570843,13
466,1570848,26
467,1570849,26
430,1570850,52
502,1570851,9
537,1570852,2
442,1570854,37
451,1570855,28
441,1570857,39
468,1570860,26
476,1570861,20
454,1570863,28
433,1570865,43
469,1570867,26
506,1570870,8
324,1570876,2973
339,1570887,2145
427,1570956,54
220,1571002,57166
183,1571048,136024
