5052,1683478510,1429793,0
4860,1683551589,938122,0
2640,1683567303,1516783,0
7067,1683572871,1553791,0
8725,1683587230,218340,0
9555,1683601784,218340,0
9120,1683636753,218340,0
4658,1683637759,1566134,0
1861,1683671092,1502896,0
1601,1683700723,1252187,0
2073,1683707208,1429793,0
5611,1683724138,1566134,0
1121,1683733208,1569683,0
5469,1683738102,1296437,0
1056,1683748111,1566168,0
2753,1683750759,1503612,0
6446,1683752321,905979,0
2298,1683774343,1296437,0
2128,1683784783,1494095,0
1314,1683803128,1568158,0
4345,1683814332,1507207,0
5162,1683815164,1467555,0
631,1683816697,1442605,0
1454,1683825008,268491,0
3312,1683849350,1271370,55580
5886,1683878236,1569095,0
3944,1683886731,1498279,1303285
599,1683890000,1462429,0
5417,1683895700,1503612,0
3279,1683902314,1026725,0
2872,1683904591,1498279,0
2120,1683905591,1568717,0
5622,1683906351,330453,0
9911,1683907661,431111,1410877
4557,1683909006,49534,0
2656,1683914502,1566134,1566470
1437,1683915105,1351642,0
3678,1683918989,1498279,0
6305,1683921125,1498279,0
4572,1683922767,1569278,0
6106,1683947847,1569446,0
5989,1683952306,1562810,0
2068,1683952340,1466642,1465326
8909,1683958659,1563989,0
4822,1683962109,384084,0
64,1683963113,1162575,0
5851,1683963475,1524131,0
4100,1683966186,268491,0
4117,1683967691,1149316,0
2168,1683968626,1560998,0
5224,1683968787,49534,1567503
10103,1683976096,1515903,0
3558,1683985933,1189227,0
8899,1683986425,1524131,0
4951,1683986513,1319239,0
4471,1683992062,1351642,0
153,1683994403,49534,0
9743,1683999423,1519679,913793
8991,1684004229,1563989,0
4172,1684004794,1271370,0
8361,1684008155,363331,0
821,1684010863,1560998,0
5613,1684014635,1477395,1569640
1953,1684017091,1569227,0
5482,1684019886,1277777,1569066
7956,1684021664,919884,1479476
5385,1684037492,1087605,1568518
7792,1684042729,399235,1104271
6149,1684044027,1502896,1394368
2998,1684046992,1351642,0
4246,1684049255,1149316,0
9439,1684050466,1553970,0
8644,1684054058,399235,0
1413,1684054586,1568158,0
1691,1684059467,191225,0
939,1684060245,1568863,1085599
4133,1684062779,1566052,1414952
1404,1684063950,942289,1568163
7073,1684070085,1114307,0
6045,1684070384,1569816,1525064
1838,1684077522,1288854,279204
1445,1684079162,1453393,1503756
2850,1684079543,1288854,1428310
4225,1684080851,49534,1464895
3028,1684082334,1568738,0
6315,1684082780,1569446,0
4828,1684084586,1351642,0
2286,1684085187,147131,0
1415,1684086453,268491,0
7669,1684087030,1515995,0
4020,1684087069,1560998,0
5457,1684089430,1479381,0
8266,1684091933,1289315,0
7096,1684093648,1384156,1488426
2255,1684095479,1567458,0
8450,1684095647,1427485,1568900
3034,1684096587,898987,0
1428,1684097638,1453393,392904
4773,1684098649,1417296,0
6751,1684099305,1502896,0
35,1684100143,1556856,0
9080,1684100506,50371,1505647
562,1684103283,1560998,0
7916,1684105332,968188,0
3105,1684110598,1569739,110001
4231,1684115491,1548860,1467555
3633,1684115829,1567810,928934
6095,1684118930,1342185,1569733
6778,1684122294,1569816,0
7318,1684123587,1441146,0
7850,1684127878,1383783,0
2910,1684130405,1477395,968788
6296,1684133297,867061,0
9075,1684133710,461537,1556334
4972,1684135026,1567458,0
6466,1684135206,1563989,1419762
2910,1684139477,1548860,1477395
2910,1684139477,1548860,1548860
4843,1684140007,1353166,1553203
6762,1684142577,1233749,0
4010,1684146592,1281787,1342069
6997,1684149939,1569010,0
9380,1684150976,440258,0
1033,1684151178,1569582,1569291
4494,1684153696,1567458,0
4021,1684153850,1526022,0
9530,1684159493,1233749,1462941
3280,1684162084,1556856,0
4501,1684163223,1528635,1527608
1747,1684164113,1461547,0
10806,1684164532,1538852,1488573
4397,1684165148,1569384,1514738
389,1684165499,1537637,0
4365,1684165937,49534,0
7252,1684167698,1512875,0
7077,1684167850,1520079,0
1433,1684168885,1453393,1441377
5526,1684169626,1353166,0
1961,1684172748,1406114,0
5343,1684173157,1499200,1568133
4779,1684173385,49534,0
3779,1684176061,1548860,0
9271,1684177024,1569206,0
3657,1684178500,1562597,963076
2431,1684179161,1384962,1557151
6366,1684179276,1522004,198131
5667,1684181336,177476,1569690
2055,1684181515,1569145,5878
2909,1684181621,1096966,0
2820,1684188721,1517143,0
2868,1684188964,1502896,0
1442,1684203400,1497456,0
6383,1684205566,1559638,0
3166,1684207461,989300,1568530
8814,1684213960,1087605,1181563
2297,1684216612,1517143,0
2231,1684216642,938122,0
6715,1684216801,1282274,1279409
292,1684216801,1429793,984467
8320,1684217104,1519679,149971
3974,1684220141,1566225,1330632
102,1684220518,1353166,0
4472,1684220583,1417296,0
2698,1684220630,1569815,0
4977,1684220769,1384962,0
2272,1684221706,1538625,0
5935,1684221763,1562444,0
2360,1684222523,989300,0
1462,1684223881,1453393,0
7220,1684225438,1568979,0
6985,1684226004,1547008,0
1558,1684226536,1525528,0
8928,1684227595,1443757,0
4402,1684227914,1569278,0
5130,1684229197,1548860,1566175
6358,1684229273,914847,0
2413,1684231122,1422308,1550186
5732,1684231695,1474069,1569800
2455,1684232528,1567466,1569446
439,1684234109,1417296,0
1461,1684237066,1548646,0
1802,1684237644,1549976,1559704
5639,1684239176,1537637,0
2718,1684239208,1296437,0
